dataset,legislature,sample,segment,pshift,shift_class,frequency,probability,source_file,change_of_speaker,directed_remark,p_s_given_d,p_s_given_d_c
final_dataset,3,2,2,AB-B0,Turn Receiving,22,0.25,legislature_3_sample_2_segment_2_stats.json,True,True,0.39,0.39
final_dataset,3,2,2,AB-X0,Turn Usurping,6,0.07,legislature_3_sample_2_segment_2_stats.json,True,True,0.11,0.11
final_dataset,3,2,2,AB-XA,Turn Usurping,9,0.1,legislature_3_sample_2_segment_2_stats.json,True,True,0.16,0.16
final_dataset,3,2,2,AB-XB,Turn Usurping,0,0.0,legislature_3_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,3,2,2,AB-A0,Turn Continuing,0,0.0,legislature_3_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,3,2,2,AB-BY,Turn Receiving,0,0.0,legislature_3_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,3,2,2,AB-XY,Turn Usurping,0,0.0,legislature_3_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,3,2,2,AB-AY,Turn Continuing,0,0.0,legislature_3_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,3,2,3,A0-XA,Turn Claiming,12,0.13,legislature_3_sample_2_segment_3_stats.json,True,False,0.75,0.75
final_dataset,3,2,3,A0-X0,Turn Claiming,4,0.04,legislature_3_sample_2_segment_3_stats.json,True,False,0.25,0.25
final_dataset,3,2,3,A0-XY,Turn Claiming,0,0.0,legislature_3_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,3,2,3,A0-AY,Turn Continuing,0,0.0,legislature_3_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,3,2,3,AB-BA,Turn Receiving,46,0.51,legislature_3_sample_2_segment_3_stats.json,True,True,0.62,0.62
final_dataset,3,2,3,AB-B0,Turn Receiving,16,0.18,legislature_3_sample_2_segment_3_stats.json,True,True,0.22,0.22
final_dataset,3,2,3,AB-X0,Turn Usurping,1,0.01,legislature_3_sample_2_segment_3_stats.json,True,True,0.01,0.01
final_dataset,3,2,3,AB-XA,Turn Usurping,11,0.12,legislature_3_sample_2_segment_3_stats.json,True,True,0.15,0.15
final_dataset,3,2,3,AB-XB,Turn Usurping,0,0.0,legislature_3_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,3,2,3,AB-A0,Turn Continuing,0,0.0,legislature_3_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,3,2,3,AB-BY,Turn Receiving,0,0.0,legislature_3_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,3,2,3,AB-XY,Turn Usurping,0,0.0,legislature_3_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,3,2,3,AB-AY,Turn Continuing,0,0.0,legislature_3_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,4,1,1,A0-XA,Turn Claiming,18,0.3,legislature_4_sample_1_segment_1_stats.json,True,False,0.41,0.41
final_dataset,4,1,1,A0-X0,Turn Claiming,26,0.43,legislature_4_sample_1_segment_1_stats.json,True,False,0.59,0.59
final_dataset,4,1,1,A0-XY,Turn Claiming,0,0.0,legislature_4_sample_1_segment_1_stats.json,True,False,0.0,0.0
final_dataset,4,1,1,A0-AY,Turn Continuing,0,0.0,legislature_4_sample_1_segment_1_stats.json,False,False,0.0,0.0
final_dataset,4,1,1,AB-BA,Turn Receiving,0,0.0,legislature_4_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,4,1,1,AB-B0,Turn Receiving,16,0.26,legislature_4_sample_1_segment_1_stats.json,True,True,0.94,0.94
final_dataset,4,1,1,AB-X0,Turn Usurping,1,0.02,legislature_4_sample_1_segment_1_stats.json,True,True,0.06,0.06
final_dataset,4,1,1,AB-XA,Turn Usurping,0,0.0,legislature_4_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,4,1,1,AB-XB,Turn Usurping,0,0.0,legislature_4_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,4,1,1,AB-A0,Turn Continuing,0,0.0,legislature_4_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,4,1,1,AB-BY,Turn Receiving,0,0.0,legislature_4_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,4,1,1,AB-XY,Turn Usurping,0,0.0,legislature_4_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,4,1,1,AB-AY,Turn Continuing,0,0.0,legislature_4_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,4,1,2,A0-XA,Turn Claiming,11,0.18,legislature_4_sample_1_segment_2_stats.json,True,False,0.22,0.22
final_dataset,4,1,2,A0-X0,Turn Claiming,38,0.61,legislature_4_sample_1_segment_2_stats.json,True,False,0.78,0.78
final_dataset,4,1,2,A0-XY,Turn Claiming,0,0.0,legislature_4_sample_1_segment_2_stats.json,True,False,0.0,0.0
final_dataset,4,1,2,A0-AY,Turn Continuing,0,0.0,legislature_4_sample_1_segment_2_stats.json,False,False,0.0,0.0
final_dataset,4,1,2,AB-BA,Turn Receiving,0,0.0,legislature_4_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,4,1,2,AB-B0,Turn Receiving,7,0.11,legislature_4_sample_1_segment_2_stats.json,True,True,0.54,0.54
final_dataset,4,1,2,AB-X0,Turn Usurping,5,0.08,legislature_4_sample_1_segment_2_stats.json,True,True,0.38,0.38
final_dataset,4,1,2,AB-XA,Turn Usurping,1,0.02,legislature_4_sample_1_segment_2_stats.json,True,True,0.08,0.08
final_dataset,4,1,2,AB-XB,Turn Usurping,0,0.0,legislature_4_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,4,1,2,AB-A0,Turn Continuing,0,0.0,legislature_4_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,4,1,2,AB-BY,Turn Receiving,0,0.0,legislature_4_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,4,1,2,AB-XY,Turn Usurping,0,0.0,legislature_4_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,4,1,2,AB-AY,Turn Continuing,0,0.0,legislature_4_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,4,1,3,A0-XA,Turn Claiming,14,0.23,legislature_4_sample_1_segment_3_stats.json,True,False,0.29,0.29
final_dataset,4,1,3,A0-X0,Turn Claiming,34,0.55,legislature_4_sample_1_segment_3_stats.json,True,False,0.71,0.71
final_dataset,4,1,3,A0-XY,Turn Claiming,0,0.0,legislature_4_sample_1_segment_3_stats.json,True,False,0.0,0.0
final_dataset,4,1,3,A0-AY,Turn Continuing,0,0.0,legislature_4_sample_1_segment_3_stats.json,False,False,0.0,0.0
final_dataset,4,1,3,AB-BA,Turn Receiving,0,0.0,legislature_4_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,4,1,3,AB-B0,Turn Receiving,10,0.16,legislature_4_sample_1_segment_3_stats.json,True,True,0.71,0.77
final_dataset,4,1,3,AB-X0,Turn Usurping,3,0.05,legislature_4_sample_1_segment_3_stats.json,True,True,0.21,0.23
final_dataset,4,1,3,AB-XA,Turn Usurping,0,0.0,legislature_4_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,4,1,3,AB-XB,Turn Usurping,0,0.0,legislature_4_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,4,1,3,AB-A0,Turn Continuing,1,0.02,legislature_4_sample_1_segment_3_stats.json,False,True,0.07,0.0
final_dataset,4,1,3,AB-BY,Turn Receiving,0,0.0,legislature_4_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,4,1,3,AB-XY,Turn Usurping,0,0.0,legislature_4_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,4,1,3,AB-AY,Turn Continuing,0,0.0,legislature_4_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,4,2,1,A0-XA,Turn Claiming,12,0.18,legislature_4_sample_2_segment_1_stats.json,True,False,0.57,0.57
final_dataset,4,2,1,A0-X0,Turn Claiming,9,0.14,legislature_4_sample_2_segment_1_stats.json,True,False,0.43,0.43
final_dataset,4,2,1,A0-XY,Turn Claiming,0,0.0,legislature_4_sample_2_segment_1_stats.json,True,False,0.0,0.0
final_dataset,4,2,1,A0-AY,Turn Continuing,0,0.0,legislature_4_sample_2_segment_1_stats.json,False,False,0.0,0.0
final_dataset,4,2,1,AB-BA,Turn Receiving,28,0.42,legislature_4_sample_2_segment_1_stats.json,True,True,0.62,0.62
final_dataset,4,2,1,AB-B0,Turn Receiving,6,0.09,legislature_4_sample_2_segment_1_stats.json,True,True,0.13,0.13
final_dataset,4,2,1,AB-X0,Turn Usurping,2,0.03,legislature_4_sample_2_segment_1_stats.json,True,True,0.04,0.04
final_dataset,4,2,1,AB-XA,Turn Usurping,9,0.14,legislature_4_sample_2_segment_1_stats.json,True,True,0.2,0.2
final_dataset,4,2,1,AB-XB,Turn Usurping,0,0.0,legislature_4_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,4,2,1,AB-A0,Turn Continuing,0,0.0,legislature_4_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,4,2,1,AB-BY,Turn Receiving,0,0.0,legislature_4_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,4,2,1,AB-XY,Turn Usurping,0,0.0,legislature_4_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,4,2,1,AB-AY,Turn Continuing,0,0.0,legislature_4_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,4,2,2,A0-XA,Turn Claiming,26,0.38,legislature_4_sample_2_segment_2_stats.json,True,False,0.93,0.93
final_dataset,4,2,2,A0-X0,Turn Claiming,2,0.03,legislature_4_sample_2_segment_2_stats.json,True,False,0.07,0.07
final_dataset,4,2,2,A0-XY,Turn Claiming,0,0.0,legislature_4_sample_2_segment_2_stats.json,True,False,0.0,0.0
final_dataset,4,2,2,A0-AY,Turn Continuing,0,0.0,legislature_4_sample_2_segment_2_stats.json,False,False,0.0,0.0
final_dataset,4,2,2,AB-BA,Turn Receiving,10,0.15,legislature_4_sample_2_segment_2_stats.json,True,True,0.25,0.26
final_dataset,4,2,2,AB-B0,Turn Receiving,14,0.21,legislature_4_sample_2_segment_2_stats.json,True,True,0.35,0.36
final_dataset,4,2,2,AB-X0,Turn Usurping,3,0.04,legislature_4_sample_2_segment_2_stats.json,True,True,0.07,0.08
final_dataset,4,2,2,AB-XA,Turn Usurping,12,0.18,legislature_4_sample_2_segment_2_stats.json,True,True,0.3,0.31
final_dataset,4,2,2,AB-XB,Turn Usurping,0,0.0,legislature_4_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,4,2,2,AB-A0,Turn Continuing,1,0.01,legislature_4_sample_2_segment_2_stats.json,False,True,0.03,0.0
final_dataset,4,2,2,AB-BY,Turn Receiving,0,0.0,legislature_4_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,4,2,2,AB-XY,Turn Usurping,0,0.0,legislature_4_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,4,2,2,AB-AY,Turn Continuing,0,0.0,legislature_4_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,4,2,3,A0-XA,Turn Claiming,11,0.16,legislature_4_sample_2_segment_3_stats.json,True,False,0.31,0.31
final_dataset,4,2,3,A0-X0,Turn Claiming,25,0.37,legislature_4_sample_2_segment_3_stats.json,True,False,0.69,0.69
final_dataset,4,2,3,A0-XY,Turn Claiming,0,0.0,legislature_4_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,4,2,3,A0-AY,Turn Continuing,0,0.0,legislature_4_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,4,2,3,AB-BA,Turn Receiving,14,0.21,legislature_4_sample_2_segment_3_stats.json,True,True,0.44,0.44
final_dataset,4,2,3,AB-B0,Turn Receiving,9,0.13,legislature_4_sample_2_segment_3_stats.json,True,True,0.28,0.28
final_dataset,4,2,3,AB-X0,Turn Usurping,1,0.01,legislature_4_sample_2_segment_3_stats.json,True,True,0.03,0.03
final_dataset,4,2,3,AB-XA,Turn Usurping,8,0.12,legislature_4_sample_2_segment_3_stats.json,True,True,0.25,0.25
final_dataset,4,2,3,AB-XB,Turn Usurping,0,0.0,legislature_4_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,4,2,3,AB-A0,Turn Continuing,0,0.0,legislature_4_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,4,2,3,AB-BY,Turn Receiving,0,0.0,legislature_4_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,4,2,3,AB-XY,Turn Usurping,0,0.0,legislature_4_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,4,2,3,AB-AY,Turn Continuing,0,0.0,legislature_4_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,5,1,1,A0-XA,Turn Claiming,5,0.07,legislature_5_sample_1_segment_1_stats.json,True,False,0.07,0.07
final_dataset,5,1,1,A0-X0,Turn Claiming,66,0.87,legislature_5_sample_1_segment_1_stats.json,True,False,0.93,0.93
final_dataset,5,1,1,A0-XY,Turn Claiming,0,0.0,legislature_5_sample_1_segment_1_stats.json,True,False,0.0,0.0
final_dataset,5,1,1,A0-AY,Turn Continuing,0,0.0,legislature_5_sample_1_segment_1_stats.json,False,False,0.0,0.0
final_dataset,5,1,1,AB-BA,Turn Receiving,0,0.0,legislature_5_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,5,1,1,AB-B0,Turn Receiving,1,0.01,legislature_5_sample_1_segment_1_stats.json,True,True,0.2,0.2
final_dataset,5,1,1,AB-X0,Turn Usurping,4,0.05,legislature_5_sample_1_segment_1_stats.json,True,True,0.8,0.8
final_dataset,5,1,1,AB-XA,Turn Usurping,0,0.0,legislature_5_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,5,1,1,AB-XB,Turn Usurping,0,0.0,legislature_5_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,5,1,1,AB-A0,Turn Continuing,0,0.0,legislature_5_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,5,1,1,AB-BY,Turn Receiving,0,0.0,legislature_5_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,5,1,1,AB-XY,Turn Usurping,0,0.0,legislature_5_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,5,1,1,AB-AY,Turn Continuing,0,0.0,legislature_5_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,5,1,2,A0-XA,Turn Claiming,5,0.06,legislature_5_sample_1_segment_2_stats.json,True,False,0.07,0.07
final_dataset,5,1,2,A0-X0,Turn Claiming,67,0.87,legislature_5_sample_1_segment_2_stats.json,True,False,0.93,0.93
final_dataset,5,1,2,A0-XY,Turn Claiming,0,0.0,legislature_5_sample_1_segment_2_stats.json,True,False,0.0,0.0
final_dataset,5,1,2,A0-AY,Turn Continuing,0,0.0,legislature_5_sample_1_segment_2_stats.json,False,False,0.0,0.0
final_dataset,5,1,2,AB-BA,Turn Receiving,0,0.0,legislature_5_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,5,1,2,AB-B0,Turn Receiving,1,0.01,legislature_5_sample_1_segment_2_stats.json,True,True,0.2,0.2
final_dataset,5,1,2,AB-X0,Turn Usurping,4,0.05,legislature_5_sample_1_segment_2_stats.json,True,True,0.8,0.8
final_dataset,5,1,2,AB-XA,Turn Usurping,0,0.0,legislature_5_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,5,1,2,AB-XB,Turn Usurping,0,0.0,legislature_5_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,5,1,2,AB-A0,Turn Continuing,0,0.0,legislature_5_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,5,1,2,AB-BY,Turn Receiving,0,0.0,legislature_5_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,5,1,2,AB-XY,Turn Usurping,0,0.0,legislature_5_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,5,1,2,AB-AY,Turn Continuing,0,0.0,legislature_5_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,5,1,3,A0-XA,Turn Claiming,6,0.08,legislature_5_sample_1_segment_3_stats.json,True,False,0.08,0.08
final_dataset,5,1,3,A0-X0,Turn Claiming,66,0.85,legislature_5_sample_1_segment_3_stats.json,True,False,0.92,0.92
final_dataset,5,1,3,A0-XY,Turn Claiming,0,0.0,legislature_5_sample_1_segment_3_stats.json,True,False,0.0,0.0
final_dataset,5,1,3,A0-AY,Turn Continuing,0,0.0,legislature_5_sample_1_segment_3_stats.json,False,False,0.0,0.0
final_dataset,5,1,3,AB-BA,Turn Receiving,0,0.0,legislature_5_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,5,1,3,AB-B0,Turn Receiving,3,0.04,legislature_5_sample_1_segment_3_stats.json,True,True,0.5,0.5
final_dataset,5,1,3,AB-X0,Turn Usurping,3,0.04,legislature_5_sample_1_segment_3_stats.json,True,True,0.5,0.5
final_dataset,5,1,3,AB-XA,Turn Usurping,0,0.0,legislature_5_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,5,1,3,AB-XB,Turn Usurping,0,0.0,legislature_5_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,5,1,3,AB-A0,Turn Continuing,0,0.0,legislature_5_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,5,1,3,AB-BY,Turn Receiving,0,0.0,legislature_5_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,5,1,3,AB-XY,Turn Usurping,0,0.0,legislature_5_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,5,1,3,AB-AY,Turn Continuing,0,0.0,legislature_5_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,5,2,1,A0-XA,Turn Claiming,14,0.18,legislature_5_sample_2_segment_1_stats.json,True,False,0.47,0.47
final_dataset,5,2,1,A0-X0,Turn Claiming,16,0.21,legislature_5_sample_2_segment_1_stats.json,True,False,0.53,0.53
final_dataset,5,2,1,A0-XY,Turn Claiming,0,0.0,legislature_5_sample_2_segment_1_stats.json,True,False,0.0,0.0
final_dataset,5,2,1,A0-AY,Turn Continuing,0,0.0,legislature_5_sample_2_segment_1_stats.json,False,False,0.0,0.0
final_dataset,5,2,1,AB-BA,Turn Receiving,22,0.29,legislature_5_sample_2_segment_1_stats.json,True,True,0.48,0.48
final_dataset,5,2,1,AB-B0,Turn Receiving,2,0.03,legislature_5_sample_2_segment_1_stats.json,True,True,0.04,0.04
final_dataset,5,2,1,AB-X0,Turn Usurping,14,0.18,legislature_5_sample_2_segment_1_stats.json,True,True,0.3,0.3
final_dataset,5,2,1,AB-XA,Turn Usurping,8,0.11,legislature_5_sample_2_segment_1_stats.json,True,True,0.17,0.17
final_dataset,5,2,1,AB-XB,Turn Usurping,0,0.0,legislature_5_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,5,2,1,AB-A0,Turn Continuing,0,0.0,legislature_5_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,5,2,1,AB-BY,Turn Receiving,0,0.0,legislature_5_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,5,2,1,AB-XY,Turn Usurping,0,0.0,legislature_5_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,5,2,1,AB-AY,Turn Continuing,0,0.0,legislature_5_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,5,2,2,A0-XA,Turn Claiming,23,0.3,legislature_5_sample_2_segment_2_stats.json,True,False,0.85,0.85
final_dataset,5,2,2,A0-X0,Turn Claiming,4,0.05,legislature_5_sample_2_segment_2_stats.json,True,False,0.15,0.15
final_dataset,5,2,2,A0-XY,Turn Claiming,0,0.0,legislature_5_sample_2_segment_2_stats.json,True,False,0.0,0.0
final_dataset,5,2,2,A0-AY,Turn Continuing,0,0.0,legislature_5_sample_2_segment_2_stats.json,False,False,0.0,0.0
final_dataset,5,2,2,AB-BA,Turn Receiving,18,0.23,legislature_5_sample_2_segment_2_stats.json,True,True,0.36,0.36
final_dataset,5,2,2,AB-B0,Turn Receiving,18,0.23,legislature_5_sample_2_segment_2_stats.json,True,True,0.36,0.36
final_dataset,5,2,2,AB-X0,Turn Usurping,4,0.05,legislature_5_sample_2_segment_2_stats.json,True,True,0.08,0.08
final_dataset,5,2,2,AB-XA,Turn Usurping,10,0.13,legislature_5_sample_2_segment_2_stats.json,True,True,0.2,0.2
final_dataset,5,2,2,AB-XB,Turn Usurping,0,0.0,legislature_5_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,5,2,2,AB-A0,Turn Continuing,0,0.0,legislature_5_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,5,2,2,AB-BY,Turn Receiving,0,0.0,legislature_5_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,5,2,2,AB-XY,Turn Usurping,0,0.0,legislature_5_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,5,2,2,AB-AY,Turn Continuing,0,0.0,legislature_5_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,5,2,3,A0-XA,Turn Claiming,19,0.25,legislature_5_sample_2_segment_3_stats.json,True,False,0.59,0.59
final_dataset,5,2,3,A0-X0,Turn Claiming,13,0.17,legislature_5_sample_2_segment_3_stats.json,True,False,0.41,0.41
final_dataset,5,2,3,A0-XY,Turn Claiming,0,0.0,legislature_5_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,5,2,3,A0-AY,Turn Continuing,0,0.0,legislature_5_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,5,2,3,AB-BA,Turn Receiving,21,0.27,legislature_5_sample_2_segment_3_stats.json,True,True,0.47,0.47
final_dataset,5,2,3,AB-B0,Turn Receiving,13,0.17,legislature_5_sample_2_segment_3_stats.json,True,True,0.29,0.29
final_dataset,5,2,3,AB-X0,Turn Usurping,6,0.08,legislature_5_sample_2_segment_3_stats.json,True,True,0.13,0.13
final_dataset,5,2,3,AB-XA,Turn Usurping,5,0.06,legislature_5_sample_2_segment_3_stats.json,True,True,0.11,0.11
final_dataset,5,2,3,AB-XB,Turn Usurping,0,0.0,legislature_5_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,5,2,3,AB-A0,Turn Continuing,0,0.0,legislature_5_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,5,2,3,AB-BY,Turn Receiving,0,0.0,legislature_5_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,5,2,3,AB-XY,Turn Usurping,0,0.0,legislature_5_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,5,2,3,AB-AY,Turn Continuing,0,0.0,legislature_5_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,6,1,1,A0-XA,Turn Claiming,11,0.16,legislature_6_sample_1_segment_1_stats.json,True,False,0.19,0.19
final_dataset,6,1,1,A0-X0,Turn Claiming,48,0.69,legislature_6_sample_1_segment_1_stats.json,True,False,0.81,0.81
final_dataset,6,1,1,A0-XY,Turn Claiming,0,0.0,legislature_6_sample_1_segment_1_stats.json,True,False,0.0,0.0
final_dataset,6,1,1,A0-AY,Turn Continuing,0,0.0,legislature_6_sample_1_segment_1_stats.json,False,False,0.0,0.0
final_dataset,6,1,1,AB-BA,Turn Receiving,0,0.0,legislature_6_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,6,1,1,AB-B0,Turn Receiving,9,0.13,legislature_6_sample_1_segment_1_stats.json,True,True,0.82,0.82
final_dataset,6,1,1,AB-X0,Turn Usurping,2,0.03,legislature_6_sample_1_segment_1_stats.json,True,True,0.18,0.18
final_dataset,6,1,1,AB-XA,Turn Usurping,0,0.0,legislature_6_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,6,1,1,AB-XB,Turn Usurping,0,0.0,legislature_6_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,6,1,1,AB-A0,Turn Continuing,0,0.0,legislature_6_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,6,1,1,AB-BY,Turn Receiving,0,0.0,legislature_6_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,6,1,1,AB-XY,Turn Usurping,0,0.0,legislature_6_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,6,1,1,AB-AY,Turn Continuing,0,0.0,legislature_6_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,6,1,2,A0-XA,Turn Claiming,9,0.13,legislature_6_sample_1_segment_2_stats.json,True,False,0.15,0.15
final_dataset,6,1,2,A0-X0,Turn Claiming,52,0.73,legislature_6_sample_1_segment_2_stats.json,True,False,0.85,0.85
final_dataset,6,1,2,A0-XY,Turn Claiming,0,0.0,legislature_6_sample_1_segment_2_stats.json,True,False,0.0,0.0
final_dataset,6,1,2,A0-AY,Turn Continuing,0,0.0,legislature_6_sample_1_segment_2_stats.json,False,False,0.0,0.0
final_dataset,6,1,2,AB-BA,Turn Receiving,0,0.0,legislature_6_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,6,1,2,AB-B0,Turn Receiving,7,0.1,legislature_6_sample_1_segment_2_stats.json,True,True,0.7,0.7
final_dataset,6,1,2,AB-X0,Turn Usurping,2,0.03,legislature_6_sample_1_segment_2_stats.json,True,True,0.2,0.2
final_dataset,6,1,2,AB-XA,Turn Usurping,1,0.01,legislature_6_sample_1_segment_2_stats.json,True,True,0.1,0.1
final_dataset,6,1,2,AB-XB,Turn Usurping,0,0.0,legislature_6_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,6,1,2,AB-A0,Turn Continuing,0,0.0,legislature_6_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,6,1,2,AB-BY,Turn Receiving,0,0.0,legislature_6_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,6,1,2,AB-XY,Turn Usurping,0,0.0,legislature_6_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,6,1,2,AB-AY,Turn Continuing,0,0.0,legislature_6_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,6,1,3,A0-XA,Turn Claiming,13,0.18,legislature_6_sample_1_segment_3_stats.json,True,False,0.22,0.22
final_dataset,6,1,3,A0-X0,Turn Claiming,45,0.63,legislature_6_sample_1_segment_3_stats.json,True,False,0.78,0.78
final_dataset,6,1,3,A0-XY,Turn Claiming,0,0.0,legislature_6_sample_1_segment_3_stats.json,True,False,0.0,0.0
final_dataset,6,1,3,A0-AY,Turn Continuing,0,0.0,legislature_6_sample_1_segment_3_stats.json,False,False,0.0,0.0
final_dataset,6,1,3,AB-BA,Turn Receiving,0,0.0,legislature_6_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,6,1,3,AB-B0,Turn Receiving,8,0.11,legislature_6_sample_1_segment_3_stats.json,True,True,0.62,0.62
final_dataset,6,1,3,AB-X0,Turn Usurping,5,0.07,legislature_6_sample_1_segment_3_stats.json,True,True,0.38,0.38
final_dataset,6,1,3,AB-XA,Turn Usurping,0,0.0,legislature_6_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,6,1,3,AB-XB,Turn Usurping,0,0.0,legislature_6_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,6,1,3,AB-A0,Turn Continuing,0,0.0,legislature_6_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,6,1,3,AB-BY,Turn Receiving,0,0.0,legislature_6_sample_1_segment_3_stats.json,True,True,0.0,0.0
